Mobile Phone Name,Offer Price,Mobile Phone Link
"MOTOROLA Edge 50 (Koala Grey, 256 GB)","? 23,999",https://www.flipkart.com/motorola-edge-50-koala-grey-256-gb/p/itm31f5f025267eb?pid=MOBH2Q5YDBQAZEZ5&lid=LSTMOBH2Q5YDBQAZEZ5NJN25F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_140&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH2Q5YDBQAZEZ5.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","? 15,583",https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZKIFVYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_141&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"realme P1 5G (Feather Blue, 256 GB)","? 18,999",https://www.flipkart.com/realme-p1-5g-feather-blue-256-gb/p/itmae4447062b5b5?pid=MOBH4GSK9KY3PHFY&lid=LSTMOBH4GSK9KY3PHFYXNBGLF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_142&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH4GSK9KY3PHFY.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"Apple iPhone 16 Plus (White, 256 GB)","? 94,900",https://www.flipkart.com/apple-iphone-16-plus-white-256-gb/p/itm0635ebbf8c665?pid=MOBH4DQFJBVD9HXR&lid=LSTMOBH4DQFJBVD9HXRID41K3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_143&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH4DQFJBVD9HXR.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"REDMI 13 5G (Black Diamond, 128 GB)","? 13,299",https://www.flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH2SU8G4RW85RG&lid=LSTMOBH2SU8G4RW85RGANHVZO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_144&otracker=browse&fm=organic&iid=4aaceb14-8425-481e-b1b7-94791a5cdb11.MOBH2SU8G4RW85RG.SEARCH&ppt=None&ppn=None&ssid=9vnonbv8ao0000001738755679334
"SAMSUNG Galaxy S25 5G (Icyblue, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-icyblue-256-gb/p/itm859ebd4b08d31?pid=MOBH8K8UA9ZHYYXG&lid=LSTMOBH8K8UA9ZHYYXGQKCNAJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_145&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H1TN93pSHvlB5Gv4-AY4SJQiQuIJB16fYy9_-sbkJY7M_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy M35 5G (Thunder Grey, 128 GB)","? 14,990",https://www.flipkart.com/samsung-galaxy-m35-5g-thunder-grey-128-gb/p/itm94360d23ec184?pid=MOBH2Z9HJYYQBFGD&lid=LSTMOBH2Z9HJYYQBFGDJNNGYL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_146&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH2Z9HJYYQBFGD.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-whitesilver-512-gb/p/itm28d4275302a07?pid=MOBH8K8URFQT737M&lid=LSTMOBH8K8URFQT737MZHYHWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_147&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H1MdtD8yIuhTR6MDYTCfmXj0H6L6xPBVfCssG0mIB5Q9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 5G (Silver Shadow, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itmab25415a98d9f?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_148&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H3zZFwuOtijXlLeu8bvU3MkTI5bUlFuMmION0DFNBpvv_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"IQOO Z9s 5G (Onyx Green, 128 GB)","? 19,420",https://www.flipkart.com/iqoo-z9s-5g-onyx-green-128-gb/p/itmd0cd60e21a46f?pid=MOBH46H9EUYA54HN&lid=LSTMOBH46H9EUYA54HNXQFIPH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_149&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH46H9EUYA54HN.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy M35 5G (Moonlight Blue, 256 GB)","? 23,391",https://www.flipkart.com/samsung-galaxy-m35-5g-moonlight-blue-256-gb/p/itm94360d23ec184?pid=MOBH2Z9TF9G5D5AV&lid=LSTMOBH2Z9TF9G5D5AVVCAGWS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_150&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH2Z9TF9G5D5AV.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-black-512-gb/p/itm09d676ceb930d?pid=MOBH8K8UZPUKTTXK&lid=LSTMOBH8K8UZPUKTTXKDDLTOJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_151&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H0kEeBCoWm72W_OybxRUtT9I-8uMTA3K27VQ8IhDm_ZVPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 5G (Mint, 256 GB)","? 80,999",https://www.flipkart.com/samsung-galaxy-s25-5g-mint-256-gb/p/itm2196514814ed7?pid=MOBH8K8UQ5RYGUPF&lid=LSTMOBH8K8UQ5RYGUPFAUX9LE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_152&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H0JioPlXqFVCsgMcNLCJumoDvx8uZoPOkx3g2HVYDFUPfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"realme P1 5G (Feather Blue, 128 GB)","? 13,999",https://www.flipkart.com/realme-p1-5g-feather-blue-128-gb/p/itmae4447062b5b5?pid=MOBH4GSKATGPQSAU&lid=LSTMOBH4GSKATGPQSAUZMG5RH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_153&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH4GSKATGPQSAU.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","? 1,179",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG9WPRN3TH&lid=LSTMOBGQFVG9WPRN3THQXALSS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_154&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBGQFVG9WPRN3TH.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","? 1,29,999",https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-512-gb/p/itm7d0e1ef71672e?pid=MOBH8K8UVQCSQE3Z&lid=LSTMOBH8K8UVQCSQE3Z5XVS59&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_155&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H2rA11d23L6vNtgqywyW5TXQdGoABUJEqDvO5woqoaixfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB)","? 18,449",https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/p/itm94360d23ec184?pid=MOBH2Z9MJ2WWJZYH&lid=LSTMOBH2Z9MJ2WWJZYH5QCUBR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_156&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH2Z9MJ2WWJZYH.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S25 Plus 5G (Navy, 512 GB)","? 99,999",https://www.flipkart.com/samsung-galaxy-s25-plus-5g-navy-512-gb/p/itm88c024d0e31d2?pid=MOBH8K8U246X3MQN&lid=LSTMOBH8K8U246X3MQNF3SC3L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_157&otracker=browse&fm=organic&iid=en_3c5cSpE9yamwtsrzRacX4BIRvUgMdOCIOxHk2wvv5H0yLLjFPjNpDEt5RTCDT2Lt00XtwS95ZiczXj-JEY-h-vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)","? 9,777",https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-128-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHD5HTVZZHK&lid=LSTMOBH6YHD5HTVZZHKS4RUF6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_158&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH6YHD5HTVZZHK.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S24+ 5G (Onyx Black, 256 GB)","? 67,999",https://www.flipkart.com/samsung-galaxy-s24-5g-onyx-black-256-gb/p/itm325da4a26d7bb?pid=MOBGX2F3HVJYNHUV&lid=LSTMOBGX2F3HVJYNHUVP4L3WU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_159&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBGX2F3HVJYNHUV.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"Apple iPhone 16 Plus (Pink, 512 GB)","? 1,14,900",https://www.flipkart.com/apple-iphone-16-plus-pink-512-gb/p/itmc2e910b4d0b1c?pid=MOBH4DQFGNVUBH9G&lid=LSTMOBH4DQFGNVUBH9GKUFBHE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_160&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH4DQFGNVUBH9G.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Buttons","? 1,856",https://www.flipkart.com/nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons/p/itm1f311acb971b0?pid=MOBGSFECGGXAPF5B&lid=LSTMOBGSFECGGXAPF5BBWGANA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_161&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBGSFECGGXAPF5B.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"vivo T3 Ultra (Frost Green, 256 GB)","? 31,999",https://www.flipkart.com/vivo-t3-ultra-frost-green-256-gb/p/itme360ff5b7dbab?pid=MOBH4EACZ7SACMMM&lid=LSTMOBH4EACZ7SACMMMONRTVB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_162&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH4EACZ7SACMMM.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"SAMSUNG Galaxy S24+ 5G (Cobalt Violet, 256 GB)","? 67,999",https://www.flipkart.com/samsung-galaxy-s24-5g-cobalt-violet-256-gb/p/itm46fc37ddc7255?pid=MOBGX2F3GDX7QYFT&lid=LSTMOBGX2F3GDX7QYFTDDMJ7Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_163&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBGX2F3GDX7QYFT.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"vivo T3 Ultra (Lunar Gray, 128 GB)","? 29,999",https://www.flipkart.com/vivo-t3-ultra-lunar-gray-128-gb/p/itme360ff5b7dbab?pid=MOBH4EADEDFW9BBK&lid=LSTMOBH4EADEDFW9BBKUIQD7L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_164&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH4EADEDFW9BBK.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"Apple iPhone 15 (Pink, 256 GB)","? 69,999",https://www.flipkart.com/apple-iphone-15-pink-256-gb/p/itm7579ed94ca647?pid=MOBGTAGPFDXBQ9BH&lid=LSTMOBGTAGPFDXBQ9BHQXXTMI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_165&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBGTAGPFDXBQ9BH.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"realme P2 Pro 5G (Parrot Green, 128 GB)","? 19,999",https://www.flipkart.com/realme-p2-pro-5g-parrot-green-128-gb/p/itm53d39fff9f20c?pid=MOBH45GSFFNCGSGR&lid=LSTMOBH45GSFFNCGSGRZYQX51&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_166&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH45GSFFNCGSGR.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"realme P2 Pro 5G (Eagle Grey, 256 GB)","? 21,999",https://www.flipkart.com/realme-p2-pro-5g-eagle-grey-256-gb/p/itm53d39fff9f20c?pid=MOBH45GSXBJFBGRK&lid=LSTMOBH45GSXBJFBGRKSXG77A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_167&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH45GSXBJFBGRK.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
"vivo T3 Ultra (Frost Green, 128 GB)","? 29,999",https://www.flipkart.com/vivo-t3-ultra-frost-green-128-gb/p/itme360ff5b7dbab?pid=MOBH4EACPTFX6RNH&lid=LSTMOBH4EACPTFX6RNHWNMW9H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_168&otracker=browse&fm=organic&iid=faaef16d-f5dc-45f2-ba59-1cd6f9270e55.MOBH4EACPTFX6RNH.SEARCH&ppt=None&ppn=None&ssid=iti4oxceog0000001738755679881
